mean pos,mean neg,Tweet
2,1,Oklahoma at Live Arts Md more than OK And its opening departed from the conventional stage filled with chorus httpbitly9Gs9mO
2,1,TheSirOfBL thanks for the follow
1,1,RT afsanam RT SmashingApps Showcase of web design in Ukraine httpbitlyd6xNiK via indigomay
1,1,sachinrp BrazilTorrentscom is now seeding torrent downloads CLICKHERE  h ttpbraziltorrentscomregisterphp ku
1,2,MillyCMM u already kno u suppose 2 be here I am fucked up in my telly goin crazy
1,1,RT PHILJAC Still More Marketing Tribes Part 3 of 3 Videos and Blogposts httpbitlya4USxS
1,2,RT ihatequotes After the storm love wont break your heart but dismiss your fears real talk ihatequotes
2,2,Jus got out 4m maxin usin moms fone to get onlinelol ehhhh fucken full
1,2,Not sure whether this is working properly linking my Facebook status to my Twitter account
1,1,robsteadman Yes but it is usually made with chicken  sausage httpjmpckcJ0h
1,1,Out Damn Spot  Promoting opera httppostlyQ5m0
1,1,Is Locke good or bad The producers just asked this to the audience 10 think good 90 think bad or are indifferent about it
2,2,JoReynolds55 I was in a bad mood as lack of help in the houseso stayed in bed and kitchen was tidied and dinner was cooked for me xx
1,1,You dont need an attorney to do your own loan modification get the loan mod tool box here httpbitly3pEDCS
1,1,theburiedlife hahahaha Im all for the buried life but go USA
2,1,RT iSashaFierce Ibelieve That Kobe Is The Best
2,2,RT iamStarrStudded RT BowWow I want a lady A lady respects her body Make me work for it Dont just hand me the goods 
2,2,I know What is up with thatRT Oliviaand24 beginning to think crystalchappell forgot bout her fav number 
2,2,relleyrelle05 lol apparently they dont Or their job dont require much lol
1,1,Need to autotweet your updates on twitter Copy paste from the list of tweets Beta test httpbitlybhavoV
1,1,Movado Rolex Breitling Gucci Watches  On Sale Now httpwwwhurlwsc7m6
2,2,I wish my Grandpa was still around he knew how to make Grandma behave Grandpa share your wisdom with me RIP David Chapman 19341999
1,1,RT kimzbiz What lies behind us and what lies before us are small matters compared to what lies within us
2,2,yeeaa juicy but i keep choking on them
3,1,I pray each day 4 PeaCe to come I know im not the only onejust think how good it would be4 everyone to just be FREESmiLeyHaPPy
1,1,The secret of success in life is for a man to be ready for his opportunity when it comes  Benjamin Disraeli
1,1,Why do I do this to myself httpwwwyoutubecomwatchvTGOv8OYqYy0
2,2,Success doesnt happen by spontaneous combustion you need to set it on fire
1,1,RT MAKE MONEY ONLINE with Twitter 372 a day httpbitlyaxExNC
1,1,The Essential Exercise And Birthball Handbook For Pregnancy And Beyond Recommended By Midwives Doulas And Fitne httpbitlyaPXHU5
1,2,AlpineUSA INA W900 in my H2 But having trouble with the ipod video and the wireless remote httptweetphotocom12789502
2,1,When you are strong enough to love yourself 100 good and badyou will be amazed at the opportunities that life httpbitlyc0rCOb
1,2,Damnit kearycolbert reminding me I might have to hit play on the PolB soon
1,1,Conaxsat channel 201and 235 bv channel 201and 235 bv looks like channel 201 and 235 is up on bev to see the game httpbitlybfaB3J
1,1,More here at httpquartersletscamnowinfo
2,1,I should try to get something outta this lets wait and see ha
1,1,Bartering and Exchanging Services to Save Money Do Business by  httpbitly98R8yu
1,2,ILLMIZ said Im a foolbut shes just sittin on a stool n then im gna throw her in the pool but tht wud break a rule n we wud have to duel
1,1,CISCO SMALL BUSINESS SLM2005 Small Business Smart Switch is 8399 at httpzima732754
2,2,johnadewusi hissssI hate to admit it but I liked her a lot on sweet dreams remix with weezy
1,2,I dont think 6 hrs is enough to build new strong calluses on the finger tips
2,1,Photo ilovesleeeep httptumblrcomxru6whcc1
3,1,armygirlnay oooo hope you have glitter 
2,2,NnessaA7 watching a movie so tired haha you
2,1,hammyhavoc LOL when her mom goes back
1,1,From A To Zombie httpbitly91MUdj
3,2,misserikaaa lol I know haha anyway stop tweetin and rest  I know whats good for you so listen IT 
1,1,Freelancercom  Aweber web form Coding Question Fieldname of  httpbitlycLSqk0
2,2,RT CaitlinBTeam RT If you think Zara or Kaylee 2 little kids who really want to meet justin should have gotten to meet him not whats her face 
2,1,Liked PatatesSogan  pic httpffimgHmW8
1,1,brooklynartfeed 4TILED
2,2,I want to go out but Im so over the crowd
2,2,im starting to watch snl yayy hopefully jlo isnt too bad
1,1,RT BradHoss httptwitpiccom15x8wa 
1,1,Lisa  Brian Sugar httpbitly98ZAuL
1,2,design MSI unveils R5870 Lightning Graphics Card with 15phase Power  15phase power supply designs two 8pi httpbitly9qJ3B0
1,2,NowPlaying Bridging the Gap by NasOlu Dara
2,3,Oh putting Breaking Dawn in 3D Id love to have Edward Jacob all up in my face But NO 3D Its a romance movie Not action
2,1,RT xshopping JaderRaide I think this person is great You should follow them thnxx Hun
1,1,httptwitpiccom15wi0b  Xi Lan  Lun Lun together for the last day via jleslie11alive
1,1,Also bought some pressup bars and weightlifting gloves fitness
2,1,Get the Best Watches  the Best PriceFree SH through tues httpwwwhurlwsc5fs
1,1,RT Deals4UK Marks and Spencer Save up to 30 off leather upholstery and selected cabinet furniture httpgooglfbPGkw
1,1,Express Furniture Recognized for Diligence and Dedication to the Temporary  httpbitly8YDVoy
2,1,RT B5Unplugged I wish Kelly had a twitter or something so that he could see his birthday page and all of your birthday messageswishes
3,1,And this onetime at band camp xDD
1,1,Tim Sylvia and Antonio Silva turn down fight against Josh Barnett at DREAM13
1,1,It is now Sunday the 28th of February 842 am
1,1,demiAllah bukan  RT nandarrck sumpah RT dinafrr LahseriusRT nandarrck nama dia aslinya cont httptlgdcejrq
2,2,Has finally managed to scrub off the army body from my arms lol stupid stuff
2,1,i just want u to be happy
1,2,TechBlorge Upgrading to Android 21 may not exactly be a painless experience If you own an Android phone we ha httpbitlycDVJHO
1,1,Live tsunami viewing Ustreams the place  Technology startup  httpcligsLVLZJ
1,1,Photo everlastingfriend httptumblrcomxax6wmzgr
1,1,Our father who art in Canada hockey place hockey be thy game thou shalt win gold on ice as well as in the stands cont httptlgdckls4
1,2,I hate females wit big ass Pitbull heads
1,3,Ugh i dont see how people wake up in the morning feeling like rap moguls because right now i feel like hell
1,1,Rapid Research Papers  Write It Fast New Stepbystep Guide To Writing Research  Term Papers In Half The Time httpbitlybHzWco
1,1,Get the Best Watches  the Best PriceFree SH through tues httptinyurlcomy89f372
3,1,You could win the trip of a lifetime at httpRethinkWhatMatterscom  before you know it youll be rethinking in paradise Soooo nice
1,1,lauramoorcroft Five for silver Six for gold Seven for a secret never to be told
2,1,whats up with training gdgd hmm jia you and see ya tomorrow lol gracecwt
2,1, i only see the memoriess from u and me honey its never gonna endsz  jj  
1,1,panemoti  1 songong sok cakep 2 tkang gosipbawel 3 mw tau urusan orng lain 4 sok axisnyolot 5 who is she
1,1,RT BieberSoCal RT if you can watch justin bieber videos all day without being bored brandonutley
3,2,RT joejonas I cry because I love Justin Bieber
3,1,At the Norwood Food  Wine Festival Gorgeous day Lets have a drink Adelaide
2,2,LOLOL my mum and dad who are both like blind cannot see out of my glasses now that cant be good
2,1,howlieT New pants blankets and horlicks Ready to take on the world we are beinghuman
2,1,The Lovely Bones I want to read the book
1,1,One Trust or Two for LGBT Couples httpbitlycTPTIu
2,1,RT Masterskier Race Day The big one is finally here
1,1,RT alvhiina followsunday nadautis muderika tiputri tithaMMC nuununun achiika ayuuhe defrinayuki cont httptlgdce704
2,1,bkbaybee14 victoria girl you should follow comedian kevinedwardsjrhes funny and realwill have u laughin 
1,2,mad tired about 2 eat den sleep
1,2,The key to alot of things is balance whether its balance of power or love 4 some of us it seems 2 far out of reach 2 difficult 2 achieve
3,1,AyuBieberJonas um OK my goal is 6 more What about you
1,1,QWhen was the last time you gave flowers AGave flowers Idk years ago httpformspringmeDomyBooq239829737
1,1,RT GisDev Oh Physicists Prove Teleportation of Energy Is Possible httpowly1bQXS
1,1,YouTube  The Science of Getting Rich  Economic Prosperity  httpbitlyn0iuI
1,1,Click httpcligstLDT3 Whats the diff between a SMB and shooting Lift Bags in Scuba Diving
1,1,Get 1000 followers for only 1999 here  httpcligs1YXU8y
1,1,Please RSVPRT RCMH Blockhead LunchThe Olive Garden Times Square on Jun 19 2010 RSVP here httptwtvitecomeq0qdl twtvite
2,2,RT Superneha83 Sometimes its easier to say that youre fine instead of having to explain all the reasons why youre not
2,2,I think she loves my dick more than me honestly
2,3,goodytwshs In my experience the Im bored is usually followed by Can I come over which is answered with a resounding NO lol
2,1,JessicaVickery lol I will babe already have
1,1,Looks like it is another night that I am the last one to bite the dust
3,1,Good Morning This is the day that the Lord has made Let us rejoice and be glad in it
2,2,The Partridge Family Story on Encoretwo minutes in and already cheesyits going to be a great morning
3,1,sonatacreative I hope youre going to share the recipe
1,1,agw  Mike Mann on How to Fight the Deniers  The Intersection  Discover MagazineMooney Can the scientific comm httpbitly9aPeoh
1,1,itu gw dan plis gw gak kekar hha RT olls08 msk ke ruang fitness ic buat foto btciveramoz sesi perlengkapan yg isinya cwek2 kekar semua
2,3,didnt actually say that Hed say something much dumber and more frightening GOPslogans via Shoq the demons shuddered at Jesus too 
2,2,Im not using those stalker applications that tell people where I am If I want you to know Ill call you lol
1,1,pada insom ya  kk juga insom Lgi  RT Reikyulover Yupz truz pas twitt udh sepibLik kfb eeh byk yG Insom RT widafishy
1,1,TurklishTEFL checkout this site has good deals on laptops httptheysezcom9ctk
1,1,The Best Way to Travel State travel might show 1 or 2 promising target locations but not as much as the town tra httpideknet16ap
1,2,well that was starnge and awkward
2,1,Thank You Lord  For letting me wake up each morning and going to bed at night for the sun for the moon httptumblrcomxlo6wsx5v
2,2,marleyyyyyyy im bored and your babysitting so lets go in
1,1,VW Polo  8980  1198cc  11475 miles  2009  Petrol  Manual  Reflex Silver Metallic  Hatchback  5 Doors  httpbitlycKhW9S
1,1,I subscribed to q8wss channel on YouTube httpwwwyoutubecomuserq8wsfeatureautosharetwitter
1,1,Still using recently made syrupslast night made a soda using my sodastreamusa then night before Licor 43  vodka httptwitpiccom15vvqc
3,1,JoelMadden lol Joel no fist pump xD hopefully when Im 21 youll be in AC a lot 
3,1,What a game Terps beat Hokies 104  100 in Double OT Greivis is a beast
1,2,straightlyin man i paid full price for my poloyall tj maxx ass niggaz
1,1,Tell us about your Charity and win a donation  httppostlyQ05m
2,1,RT scorcherslife RT MrBogle Somewhererightnow someones eatin McDonalds in KFC  Lmao
1,2,ROFL RT imdaviddalen if i see someone tweet about zingled one more time im gonna club a baby seal
3,2,auntyfong were all working  i reserved the tank for you so nice right hahah but you dont want see you tmr
3,3,jazzyjeet but not Mars Well go to Venus  anyway my backaches gone  I was in pain last night  could hav cried but dnt take pills
1,2,nathbush dude youve gone delirious after the run through the tunnel
3,1,Rise and shine time Noshville then studio with nick to create geniusagain
1,3,Alyssa Marie really   Yeah I hate you Get it through your big head I dont know how many times I httptumblrcomxb26yd1mf
2,2,Just left applebees sneaking off Haha  trinarockstarr laugh
1,2,MFL Minor delays en route to destinations due to equipment shortages this afternoon
2,2,Farctum hatless and coatless for the dog I hope not you 0
2,1,laurenmason1 mornin mornin babe Did ya dwnload whatsapp yet Whats ya plans for this wkend an nx Gna arrange a girly nyt  mine xxx
2,2,RT retrotec Leave it to Canada to start the closing ceremonies with a mime van2010 And Catriona gets to light her torch
1,1,RT BarthLopes NATIRUTS EM PORTO ALEGRE  PROMOO EXCLUSIVA POP ROCK  BAR OPINIO 18 DE MARO
2,1,RT michiiiiih Someday we will be together again huhuy i believe
1,1,httpbitlyciLADvqsensualstoriesstoriesxnxxboobtubedannyphantompornexhibitionistworlduncutcockthaislutsfreefu
2,2,k off to bed hoping these meds will ease so I can sleep nite all
1,2,Is it weird that Im crying while watching Celebrity Rehab with Dr Drew
2,1,Grab my glasses im out the door im gonna hit this city lets go
2,2,I cant touch my tongue to my nose hey DCTannerHO can I borrow your tongue LOL
1,1,I just voted for httptweetphotocom12957655 check it out TweetPhoto
1,1,RT guykawasaki Amazing 9 year old piano prodigy video httptrimQ9vI
1,2,Ok theyre gone I can do some more work Sigh
1,1,AnF1Blogcom stephfarnsworth Re the ferrari colour I believe the use of yellow goes back to the warplanes  was changed upon Enzos death
2,2,officiallymari oh em geee  You came to the rescue  Thankk youuu Lmao dude I been trying for the past 2hrs I cnt insomnia lol
1,2,Young Love never seems to last
1,1,RT JodiMoore19 RT WECareers Insight  Analytics Research Analyst  Portland OR httpjobswaggeneredstromcomjobs221160twitteraspx jobs hiring
